Year of the report,Quarter of the report,Company Name,Standard Industrial Classification Code,Type of Report,Central Index Key,Report Page,Report as Text
2020,1,10x Genomics/qq/ Inc.,3826,10-K,1770787,https://www.sec.gov/Archives/edgar/data/1770787/0001193125-20-052640-index.htm,https://www.sec.gov/Archives/edgar/data/1770787/000119312520052640/0001193125-20-052640.txt
2020,1,1347 Property Insurance Holdings/qq/ Inc.,6331,10-K,1591890,https://www.sec.gov/Archives/edgar/data/1591890/0001493152-20-005206-index.htm,https://www.sec.gov/Archives/edgar/data/1591890/000149315220005206/0001493152-20-005206.txt
2020,1,1847 Holdings LLC,8742,10-K,1599407,https://www.sec.gov/Archives/edgar/data/1599407/0001213900-20-007912-index.htm,https://www.sec.gov/Archives/edgar/data/1599407/000121390020007912/0001213900-20-007912.txt
2020,1,1895 Bancorp of Wisconsin/qq/ Inc.,6036,10-K,1751692,https://www.sec.gov/Archives/edgar/data/1751692/0001564590-20-014188-index.htm,https://www.sec.gov/Archives/edgar/data/1751692/000156459020014188/0001564590-20-014188.txt
2020,1,1Life Healthcare Inc,8011,10-K,1404123,https://www.sec.gov/Archives/edgar/data/1404123/0001564590-20-013666-index.htm,https://www.sec.gov/Archives/edgar/data/1404123/000156459020013666/0001564590-20-013666.txt
2020,1,1ST CONSTITUTION BANCORP,6035,10-K,1141807,https://www.sec.gov/Archives/edgar/data/1141807/0001141807-20-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1141807/000114180720000005/0001141807-20-000005.txt
2020,1,1ST SOURCE CORP,6022,10-K,34782,https://www.sec.gov/Archives/edgar/data/34782/0000034782-20-000035-index.htm,https://www.sec.gov/Archives/edgar/data/34782/000003478220000035/0000034782-20-000035.txt
2020,1,1st FRANKLIN FINANCIAL CORP,6141,10-K,38723,https://www.sec.gov/Archives/edgar/data/38723/0001376474-20-000072-index.htm,https://www.sec.gov/Archives/edgar/data/38723/000137647420000072/0001376474-20-000072.txt
2020,1,20/20 Global/qq/ Inc.,5141,10-K,1763329,https://www.sec.gov/Archives/edgar/data/1763329/0001445866-20-000291-index.htm,https://www.sec.gov/Archives/edgar/data/1763329/000144586620000291/0001445866-20-000291.txt
2020,1,22nd Century Group/qq/ Inc.,2111,10-K,1347858,https://www.sec.gov/Archives/edgar/data/1347858/0001104659-20-031934-index.htm,https://www.sec.gov/Archives/edgar/data/1347858/000110465920031934/0001104659-20-031934.txt
2020,1,2U/qq/ Inc.,7372,10-K,1459417,https://www.sec.gov/Archives/edgar/data/1459417/0001459417-20-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1459417/000145941720000003/0001459417-20-000003.txt
2020,1,3D SYSTEMS CORP,7372,10-K,910638,https://www.sec.gov/Archives/edgar/data/910638/0000910638-20-000010-index.htm,https://www.sec.gov/Archives/edgar/data/910638/000091063820000010/0000910638-20-000010.txt
2020,1,3M CO,3841,10-K,66740,https://www.sec.gov/Archives/edgar/data/66740/0001558370-20-000581-index.htm,https://www.sec.gov/Archives/edgar/data/66740/000155837020000581/0001558370-20-000581.txt
2020,1,89bio/qq/ Inc.,2834,10-K,1785173,https://www.sec.gov/Archives/edgar/data/1785173/0001564590-20-011636-index.htm,https://www.sec.gov/Archives/edgar/data/1785173/000156459020011636/0001564590-20-011636.txt
2020,1,A. M. Castle & Co.,5051,10-K,18172,https://www.sec.gov/Archives/edgar/data/18172/0000018172-20-000014-index.htm,https://www.sec.gov/Archives/edgar/data/18172/000001817220000014/0000018172-20-000014.txt
2020,1,A10 Networks/qq/ Inc.,3576,10-K,1580808,https://www.sec.gov/Archives/edgar/data/1580808/0001580808-20-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1580808/000158080820000014/0001580808-20-000014.txt
2020,1,AAON/qq/ INC.,3585,10-K,824142,https://www.sec.gov/Archives/edgar/data/824142/0000824142-20-000025-index.htm,https://www.sec.gov/Archives/edgar/data/824142/000082414220000025/0000824142-20-000025.txt
2020,1,AARON'S INC,7359,10-K,706688,https://www.sec.gov/Archives/edgar/data/706688/0000706688-20-000012-index.htm,https://www.sec.gov/Archives/edgar/data/706688/000070668820000012/0000706688-20-000012.txt
2020,1,AB Private Credit Investors Corp,0000,10-K,1634452,https://www.sec.gov/Archives/edgar/data/1634452/0001193125-20-090592-index.htm,https://www.sec.gov/Archives/edgar/data/1634452/000119312520090592/0001193125-20-090592.txt
2020,1,ABBOTT LABORATORIES,2834,10-K,1800,https://www.sec.gov/Archives/edgar/data/1800/0001104659-20-023904-index.htm,https://www.sec.gov/Archives/edgar/data/1800/000110465920023904/0001104659-20-023904.txt
2020,1,ABEONA THERAPEUTICS INC.,2834,10-K,318306,https://www.sec.gov/Archives/edgar/data/318306/0001493152-20-004015-index.htm,https://www.sec.gov/Archives/edgar/data/318306/000149315220004015/0001493152-20-004015.txt
