Year of the report,Quarter of the report,Company Name,Standard Industrial Classification Code,Type of Report,Central Index Key,Report Page,Report as Text
2018,1,1347 Property Insurance Holdings/qq/ Inc.,6331,10-K,1591890,https://www.sec.gov/Archives/edgar/data/1591890/0001493152-18-003887-index.htm,https://www.sec.gov/Archives/edgar/data/1591890/000149315218003887/0001493152-18-003887.txt
2018,1,1ST CONSTITUTION BANCORP,6035,10-K,1141807,https://www.sec.gov/Archives/edgar/data/1141807/0001141807-18-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1141807/000114180718000005/0001141807-18-000005.txt
2018,1,1ST SOURCE CORP,6022,10-K,34782,https://www.sec.gov/Archives/edgar/data/34782/0000034782-18-000033-index.htm,https://www.sec.gov/Archives/edgar/data/34782/000003478218000033/0000034782-18-000033.txt
2018,1,1st FRANKLIN FINANCIAL CORP,6141,10-K,38723,https://www.sec.gov/Archives/edgar/data/38723/0001376474-18-000064-index.htm,https://www.sec.gov/Archives/edgar/data/38723/000137647418000064/0001376474-18-000064.txt
2018,1,22nd Century Group/qq/ Inc.,2111,10-K,1347858,https://www.sec.gov/Archives/edgar/data/1347858/0001144204-18-013354-index.htm,https://www.sec.gov/Archives/edgar/data/1347858/000114420418013354/0001144204-18-013354.txt
2018,1,2U/qq/ Inc.,7372,10-K,1459417,https://www.sec.gov/Archives/edgar/data/1459417/0001047469-18-001109-index.htm,https://www.sec.gov/Archives/edgar/data/1459417/000104746918001109/0001047469-18-001109.txt
2018,1,3D SYSTEMS CORP,7372,10-K,910638,https://www.sec.gov/Archives/edgar/data/910638/0000910638-18-000006-index.htm,https://www.sec.gov/Archives/edgar/data/910638/000091063818000006/0000910638-18-000006.txt
2018,1,3DX Industries/qq/ Inc.,2750,10-K,1453122,https://www.sec.gov/Archives/edgar/data/1453122/0001594062-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1453122/000159406218000008/0001594062-18-000008.txt
2018,1,3DX Industries/qq/ Inc.,2750,10-K,1453122,https://www.sec.gov/Archives/edgar/data/1453122/0001594062-18-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1453122/000159406218000012/0001594062-18-000012.txt
2018,1,3M CO,3841,10-K,66740,https://www.sec.gov/Archives/edgar/data/66740/0001558370-18-000535-index.htm,https://www.sec.gov/Archives/edgar/data/66740/000155837018000535/0001558370-18-000535.txt
2018,1,3PEA INTERNATIONAL/qq/ INC.,7389,10-K,1496443,https://www.sec.gov/Archives/edgar/data/1496443/0001683168-18-000758-index.htm,https://www.sec.gov/Archives/edgar/data/1496443/000168316818000758/0001683168-18-000758.txt
2018,1,5V Inc.,6770,10-K,1504876,https://www.sec.gov/Archives/edgar/data/1504876/0001213900-18-000546-index.htm,https://www.sec.gov/Archives/edgar/data/1504876/000121390018000546/0001213900-18-000546.txt
2018,1,8point3 Energy Partners LP,4911,10-K,1635581,https://www.sec.gov/Archives/edgar/data/1635581/0001628280-18-001014-index.htm,https://www.sec.gov/Archives/edgar/data/1635581/000162828018001014/0001628280-18-001014.txt
2018,1,A. H. Belo Corp,2711,10-K,1413898,https://www.sec.gov/Archives/edgar/data/1413898/0001413898-18-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1413898/000141389818000010/0001413898-18-000010.txt
2018,1,AAC Holdings/qq/ Inc.,8093,10-K,1606180,https://www.sec.gov/Archives/edgar/data/1606180/0001564590-18-003044-index.htm,https://www.sec.gov/Archives/edgar/data/1606180/000156459018003044/0001564590-18-003044.txt
2018,1,AAON INC,3585,10-K,824142,https://www.sec.gov/Archives/edgar/data/824142/0000824142-18-000021-index.htm,https://www.sec.gov/Archives/edgar/data/824142/000082414218000021/0000824142-18-000021.txt
2018,1,AARON'S INC,7359,10-K,706688,https://www.sec.gov/Archives/edgar/data/706688/0000706688-18-000032-index.htm,https://www.sec.gov/Archives/edgar/data/706688/000070668818000032/0000706688-18-000032.txt
2018,1,AB INTERNATIONAL GROUP CORP.,6794,10-K,1605331,https://www.sec.gov/Archives/edgar/data/1605331/0001640334-18-000075-index.htm,https://www.sec.gov/Archives/edgar/data/1605331/000164033418000075/0001640334-18-000075.txt
2018,1,AB Private Credit Investors Corp,0000,10-K,1634452,https://www.sec.gov/Archives/edgar/data/1634452/0001193125-18-089241-index.htm,https://www.sec.gov/Archives/edgar/data/1634452/000119312518089241/0001193125-18-089241.txt
2018,1,ABBOTT LABORATORIES,2834,10-K,1800,https://www.sec.gov/Archives/edgar/data/1800/0001047469-18-000856-index.htm,https://www.sec.gov/Archives/edgar/data/1800/000104746918000856/0001047469-18-000856.txt
2018,1,ABEONA THERAPEUTICS INC.,2834,10-K,318306,https://www.sec.gov/Archives/edgar/data/318306/0001144204-18-015277-index.htm,https://www.sec.gov/Archives/edgar/data/318306/000114420418015277/0001144204-18-015277.txt
2018,1,ABRAXAS PETROLEUM CORP,1311,10-K,867665,https://www.sec.gov/Archives/edgar/data/867665/0000867665-18-000014-index.htm,https://www.sec.gov/Archives/edgar/data/867665/000086766518000014/0000867665-18-000014.txt
2018,1,ABV CONSULTING/qq/ INC.,8742,10-K,1607450,https://www.sec.gov/Archives/edgar/data/1607450/0001640334-18-000475-index.htm,https://www.sec.gov/Archives/edgar/data/1607450/000164033418000475/0001640334-18-000475.txt
2018,1,ACACIA RESEARCH CORP,6794,10-K,934549,https://www.sec.gov/Archives/edgar/data/934549/0000934549-18-000007-index.htm,https://www.sec.gov/Archives/edgar/data/934549/000093454918000007/0000934549-18-000007.txt
2018,1,ACADIA PHARMACEUTICALS INC,2834,10-K,1070494,https://www.sec.gov/Archives/edgar/data/1070494/0001564590-18-003526-index.htm,https://www.sec.gov/Archives/edgar/data/1070494/000156459018003526/0001564590-18-003526.txt
2018,1,ACADIA REALTY TRUST,6798,10-K,899629,https://www.sec.gov/Archives/edgar/data/899629/0000899629-18-000008-index.htm,https://www.sec.gov/Archives/edgar/data/899629/000089962918000008/0000899629-18-000008.txt
2018,1,ACCELERON PHARMA INC,2836,10-K,1280600,https://www.sec.gov/Archives/edgar/data/1280600/0001280600-18-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1280600/000128060018000016/0001280600-18-000016.txt
2018,1,ACCO BRANDS Corp,2780,10-K,712034,https://www.sec.gov/Archives/edgar/data/712034/0000712034-18-000013-index.htm,https://www.sec.gov/Archives/edgar/data/712034/000071203418000013/0000712034-18-000013.txt
2018,1,ACELRX PHARMACEUTICALS INC,2834,10-K,1427925,https://www.sec.gov/Archives/edgar/data/1427925/0001437749-18-004222-index.htm,https://www.sec.gov/Archives/edgar/data/1427925/000143774918004222/0001437749-18-004222.txt
2018,1,ACHIEVE LIFE SCIENCES/qq/ INC.,2835,10-K,949858,https://www.sec.gov/Archives/edgar/data/949858/0001564590-18-004159-index.htm,https://www.sec.gov/Archives/edgar/data/949858/000156459018004159/0001564590-18-004159.txt
2018,1,ACHILLION PHARMACEUTICALS INC,2834,10-K,1070336,https://www.sec.gov/Archives/edgar/data/1070336/0001193125-18-052951-index.htm,https://www.sec.gov/Archives/edgar/data/1070336/000119312518052951/0001193125-18-052951.txt
2018,1,ACI WORLDWIDE/qq/ INC.,7372,10-K,935036,https://www.sec.gov/Archives/edgar/data/935036/0001193125-18-060188-index.htm,https://www.sec.gov/Archives/edgar/data/935036/000119312518060188/0001193125-18-060188.txt
2018,1,ACM Research/qq/ Inc.,3559,10-K,1680062,https://www.sec.gov/Archives/edgar/data/1680062/0001654954-18-002950-index.htm,https://www.sec.gov/Archives/edgar/data/1680062/000165495418002950/0001654954-18-002950.txt
2018,1,ACME UNITED CORP,3420,10-K,2098,https://www.sec.gov/Archives/edgar/data/2098/0001026608-18-000010-index.htm,https://www.sec.gov/Archives/edgar/data/2098/000102660818000010/0001026608-18-000010.txt
2018,1,ACNB CORP,6022,10-K,715579,https://www.sec.gov/Archives/edgar/data/715579/0001047469-18-001446-index.htm,https://www.sec.gov/Archives/edgar/data/715579/000104746918001446/0001047469-18-001446.txt
2018,1,ACORDA THERAPEUTICS INC,2836,10-K,1008848,https://www.sec.gov/Archives/edgar/data/1008848/0001564590-18-003967-index.htm,https://www.sec.gov/Archives/edgar/data/1008848/000156459018003967/0001564590-18-003967.txt
2018,1,ACORN ENERGY/qq/ INC.,8711,10-K,880984,https://www.sec.gov/Archives/edgar/data/880984/0001493152-18-003884-index.htm,https://www.sec.gov/Archives/edgar/data/880984/000149315218003884/0001493152-18-003884.txt
2018,1,ACRO BIOMEDICAL CO./qq/ LTD.,7900,10-K,1622996,https://www.sec.gov/Archives/edgar/data/1622996/0001640334-18-000094-index.htm,https://www.sec.gov/Archives/edgar/data/1622996/000164033418000094/0001640334-18-000094.txt
2018,1,ADAMS RESOURCES & ENERGY/qq/ INC.,5172,10-K,2178,https://www.sec.gov/Archives/edgar/data/2178/0000002178-18-000009-index.htm,https://www.sec.gov/Archives/edgar/data/2178/000000217818000009/0000002178-18-000009.txt
2018,1,ADESTO TECHNOLOGIES Corp,3674,10-K,1395848,https://www.sec.gov/Archives/edgar/data/1395848/0001558370-18-001978-index.htm,https://www.sec.gov/Archives/edgar/data/1395848/000155837018001978/0001558370-18-001978.txt
2018,1,ADMA BIOLOGICS/qq/ INC.,2836,10-K,1368514,https://www.sec.gov/Archives/edgar/data/1368514/0001193805-18-000470-index.htm,https://www.sec.gov/Archives/edgar/data/1368514/000119380518000470/0001193805-18-000470.txt
2018,1,ADOBE SYSTEMS INC,7372,10-K,796343,https://www.sec.gov/Archives/edgar/data/796343/0000796343-18-000015-index.htm,https://www.sec.gov/Archives/edgar/data/796343/000079634318000015/0000796343-18-000015.txt
2018,1,ADOMANI/qq/ INC.,3714,10-K,1563568,https://www.sec.gov/Archives/edgar/data/1563568/0001171843-18-001854-index.htm,https://www.sec.gov/Archives/edgar/data/1563568/000117184318001854/0001171843-18-001854.txt
